date,tavg
2025-06-23,27.2
2025-06-24,27.6
2025-06-25,28.4
2025-06-26,27.7
2025-06-27,27.5
2025-06-28,28.3
2025-06-29,26.8
2025-06-30,24.3
2025-07-01,23.5
2025-07-02,25.2
2025-07-03,27.2
2025-07-04,28.4
2025-07-05,27.9
2025-07-06,28.1
2025-07-07,27.7
2025-07-08,27.6
2025-07-09,28.0
2025-07-10,27.1
2025-07-11,28.7
2025-07-12,29.0
2025-07-13,28.2
2025-07-14,28.0
2025-07-15,28.0
2025-07-16,28.7
2025-07-17,28.4
2025-07-18,28.7
2025-07-19,29.3
2025-07-20,29.7
2025-07-21,29.3
2025-07-22,29.4
2025-07-23,29.8
2025-07-24,30.1
2025-07-25,30.2
2025-07-26,27.8
2025-07-27,27.9
2025-07-28,28.3
2025-07-29,28.6
2025-07-30,28.5
2025-07-31,29.5
2025-08-01,29.8
2025-08-02,30.3
2025-08-03,31.6
2025-08-04,31.2
2025-08-05,30.0
2025-08-06,29.9
2025-08-07,29.8
2025-08-08,30.5
2025-08-09,30.3
2025-08-10,28.7
2025-08-11,28.9
2025-08-12,30.1
2025-08-13,30.9
2025-08-14,30.7
2025-08-15,29.4
2025-08-16,29.5
2025-08-17,30.5
2025-08-18,30.5
2025-08-19,29.6
2025-08-20,26.4
2025-08-21,27.8
2025-08-22,26.7
2025-08-23,26.3
2025-08-24,26.5
2025-08-25,27.5
2025-08-26,27.6
2025-08-27,28.8
2025-08-28,29.3
2025-08-29,29.7
2025-08-30,30.1
2025-08-31,30.1
2025-09-01,28.6
2025-09-02,27.1
2025-09-03,29.3
2025-09-04,30.4
2025-09-05,30.4
2025-09-06,27.9
2025-09-07,27.1
2025-09-08,23.8
2025-09-09,26.2
2025-09-10,26.4
2025-09-11,26.4
2025-09-12,26.6
2025-09-13,26.7
2025-09-14,25.1
2025-09-15,24.6
2025-09-16,25.3
2025-09-17,25.5
2025-09-18,25.9
2025-09-19,25.9
2025-09-20,26.4
2025-09-21,27.1
2025-09-22,27.3
2025-09-23,27.2
2025-09-24,27.4
2025-09-25,26.5
2025-09-26,27.3
2025-09-27,26.3
2025-09-28,25.8
2025-09-29,24.8
2025-09-30,25.4
2025-10-01,25.6
2025-10-02,25.7
2025-10-03,25.7
2025-10-04,25.3
2025-10-05,26.2
2025-10-06,26.8
2025-10-07,25.9
2025-10-08,23.7
2025-10-09,23.3
2025-10-10,22.4
2025-10-11,24.2
2025-10-12,23.3
2025-10-13,24.0
2025-10-14,24.6
2025-10-15,24.5
2025-10-16,24.3
2025-10-17,24.3
2025-10-18,25.5
2025-10-19,27.0
2025-10-20,25.4
2025-10-21,25.9
2025-10-22,24.4
2025-10-23,24.0
2025-10-24,24.4
2025-10-25,25.4
2025-10-26,24.9
2025-10-27,25.1
2025-10-28,26.6
2025-10-29,19.5
2025-10-30,15.5
2025-10-31,17.3
2025-11-01,21.7
2025-11-02,19.0
2025-11-03,17.8
2025-11-04,18.7
2025-11-05,20.3
2025-11-06,21.2
2025-11-07,24.2
2025-11-08,23.4
2025-11-09,19.2
2025-11-10,15.2
2025-11-11,14.6
2025-11-12,19.5
2025-11-13,20.3
2025-11-14,20.8
2025-11-15,21.2
2025-11-16,23.4
2025-11-17,23.7
2025-11-18,22.8
2025-11-19,24.0
2025-11-20,23.7
2025-11-21,24.9
2025-11-22,23.0
2025-11-23,23.4
2025-11-24,24.3
2025-11-25,24.2
2025-11-26,17.8
2025-11-27,15.6
2025-11-28,17.7
2025-11-29,19.9
2025-11-30,15.1
2025-12-01,13.3
2025-12-02,12.8
2025-12-03,15.2
2025-12-04,16.1
2025-12-05,15.0
2025-12-06,18.3
2025-12-07,22.1
2025-12-08,15.9
2025-12-09,14.0
2025-12-10,20.4
2025-12-11,17.0
2025-12-12,19.6
2025-12-13,20.4
2025-12-14,15.4
2025-12-15,10.0
2025-12-16,12.5
2025-12-17,15.7
2025-12-18,21.4
2025-12-19,16.7
2025-12-20,20.3
2025-12-21,21.6
2025-12-22,19.8
2025-12-23,21.0
2025-12-24,21.2
2025-12-25,20.9
2025-12-26,21.4
2025-12-27,20.6
2025-12-28,21.8
2025-12-29,13.1
2025-12-30,10.9
2025-12-31,12.0
2026-01-01,16.3
2026-01-02,21.8
2026-01-03,21.4
2026-01-04,17.6
2026-01-05,20.4
2026-01-06,21.0
2026-01-07,20.8
2026-01-08,20.8
2026-01-09,21.4
2026-01-10,15.0
2026-01-11,7.5
2026-01-12,8.7
2026-01-13,10.8
2026-01-14,16.9
2026-01-15,13.7
2026-01-16,16.7
2026-01-17,13.1
2026-01-18,9.2
2026-01-19,11.3
2026-01-20,14.2
2026-01-21,16.6
2026-01-22,17.4
2026-01-23,19.1
2026-01-24,13.9
2026-01-25,5.3
2026-01-26,6.2
2026-01-27,6.2
2026-01-28,11.8
2026-01-29,15.2
2026-01-30,13.8
2026-01-31,11.1
2026-02-01,11.8
2026-02-02,15.4
2026-02-03,19.3
2026-02-04,16.5
2026-02-05,13.6
2026-02-06,16.4
2026-02-07,18.3
2026-02-08,20.1
2026-02-09,19.5
2026-02-10,20.6
2026-02-11,20.4
2026-02-12,20.1
2026-02-13,21.5
2026-02-14,23.0
2026-02-15,20.5
2026-02-16,21.0
2026-02-17,22.3
2026-02-18,23.7
2026-02-19,24.8
